client_id,client_name,full_text
2941,Юлиана,"Юлиана: Здравствуйте, можно ли заказать несколько пар обуви для примерки в салон в могилев? Если не подойдет , можно не оплачивать?
Анна: Здравствуйте! Перемещения между салонами у нас нет. Можем предложить доставку на дом без примерки.
Юлиана: Хорошо, а для чего тогда в заказе предоставляете выбор на какой салон заказать можно?
Юлиана: ?
Анна: Приносим извенения за временные неудобства. Сайт в процессе доработки. На сайте размещена информация, что самовывоз возможен при наличии товара в салоне."
2940,Илья,"Илья: Здраствуйте, подскажите в каком магазине есть в наличии 
https://www.ortos.by/catalog/ortopedicheskaya-obuv/muzhskaya/muzhskie-ortopedicheskie-botinki-berkemann-anselm-chernyy/?offer=46524

https://www.ortos.by/catalog/ortopedicheskaya-obuv/muzhskaya/muzhskie-ortopedicheskie-krossovki-berkemann-allegro-seryy-chernyy/?offer=46402
и есть ли размер us 12,5
Илья: Есть ли в том, что на Каменной горке
Виктория: Здравствуйте. Самый крайний размер у этой модели, 12 (47 р-р)
Илья: а такая есть на каменой горке?
Илья: И у вас в магазаине могут померять мне ногу, что бы я точно мог узнать свой размер?

И есть ли у вас возможность сделать стельку на под мою ногу для обуви которую я у вас покупаю?
Виктория: Эта модель в размере 47 осталась только в салоне на Гикало, 1. Можем отложить на Ваше имя на 2 дня для примерки. Ногу консультанты не измеряют, по факту примерки можно будет определиться с размером.
Виктория: Стельки изготавливаются по индивидуальным особенностям стоп, точно воспроизводят рельеф стоп.
Прием ведет опытный врач-ортопед, производит визуальный осмотр стоп, в статике, динамике, составляется тех задание с учетом необходимой коррекции стоп , согласно которому на заводе на высокоточном оборудовании и изготавливаются стельки. В зависимости от сложности (одно или многокомпонентные), от варианта покрытия стоимость варьируется от 350 до 450 р. Прием врача по изготовлению индивидуальных ортопедических стелек осуществляется по предварительной записи в салонах ORTOS по адресу:  г. Минск, ул. Гикало,1. Срок изготовления стелек до 20 рабочих дней. Как только стельки будут готовы с Вами свяжется продавец-консультант.  В день приема составляется договор и вносится 70% предоплата. Посмотреть Вам ближайшие окошки?
Илья: Да давайте глянем окошки
Илья: Хорошо, отложите пожалуйста 47 46 с половиной
Виктория: Какая дата Вас интересует? Время?
Виктория: Обувь будем откладывать на Гикало?
Илья: А вот например сегодня будет вечером?
Илья: Хотя извините, давайте я на стельки запишусь позже
Илья: Так как я уезжаю на месяц
Илья: отложите пока обувь, я на днях приеду
Виктория: Укажите контактный номер телефона и имя, на которое будем оформлять бронь
Илья: Илья
+ 375 29 603 38 14
Илья: Илья
+ 375 29 603 38 14
Илья: Подскажите еще пожалуйста время работы магазина
Виктория: Ежедневно с 9:00 до 20:00, без перерыва
Илья: спасибо
Илья: А до 3 его числа включительно?
Виктория: Да, до 3.10 включительно
Илья: Хорошо, спаисбо"
2939,Client 2939,"Client 2939: Здравствуйте. Есть ли в наличии в салоне в Витебске стельки ортопедические Victory-antishock 39 размер?
Виктория: Здравствуйте. Да, есть в наличии. Отложить на Ваше имя?"
2938,Елена,"Елена: Добрый день! Подскажите, пожалуйста, как получить карту лояльности?)
Виктория: Добрый день. При покупке товара в наших салона Вы заполняете анкету на участие в программе лояльности.
Елена: ну т.е. на первую покупку она не будет действовать получается?)
Анна: Да, все верно."
2937,Егор,"Егор: Здравствуйте
Егор: Подскажите, пожалуйста, как выбрать стельку под свою ногу?
Анна: Здравствуйте. Уточните, пожалуйста, в связи с чем подбираете ортопедическую стельку? Есть ли рекомендации врача? В салонах Ортос большой выбор серийных стелек и , в зависимости от Вашей ситуации, сможем порекомендовать наиболее подходящую."
2936,Client 2936,"Client 2936: Добрый день! Скажите, я могу воспользоваться сертификатов, который был приобретен 21.03.2025?
Виктория: Добрый день. Сейчас уточним информацию.
Client 2936: На Гикало 1, я набрал им, они уже сказали, что уточнят в бухгалтерии, спасибо.
Анна: Всего доброго!"
2935,Margarita,"Margarita: Здравствуйте. высылаете в швецию или в испанию Фиксатор голеностопного сустава с металлическими ребрами ORLETT LAB-201. спасибо
Анна: Добрый день. Такой возможности нет.
Margarita: спасибо
Виктория: Хорошего дня."
2934,Алексей,"Алексей: Добрый день Видели у Вас стельки продаются по 400 рублей где то, американские там или что то такое или немецкие, какая гарантия на них?
Виктория: Добрый день. Ортопедические стельки BAUERFEIND ErgoPad Weightflex 2 за 451,63 белорусских рубля немецкого производителя BAUERFEIND. Гарантия: 6 месяцев. Какой размер интересует? Посмотрим по наличию в ближайшем для Вас салоне."
2933,Марина,"Марина: Добрый вечер. 510041-111 белый сыр Белые слабо с пяточным ремешком, размер 37. Можно ли привезти на Филимонова, 55, к.3, чтобы их купить мне по этому адресу?
Виктория: Здравствуйте. Перемещение между салонами не осуществляем. Можем предложить подъехать в другой салон, где они есть в наличии или доставку на дом, но без возможности примерки"
2932,Марина,"Марина: Доброе утро. Подскажите пожалуйста какой срок изготовления индивидуальных ортопедических стелек,  а также примерную их стоимость. А также подскажите для их изготовления нужно обращаться в г.Минске в какой то определенный салон?
Виктория: Добрый день! Стельки изготавливаются по индивидуальным особенностям стоп, точно воспроизводят рельеф стоп.
Прием ведет опытный врач-ортопед, производит визуальный осмотр стоп, в статике, динамике, составляется тех. задание с учетом необходимой коррекции стоп , согласно которому на заводе на высокоточном оборудовании и изготавливаются стельки. В зависимости от сложности (одно или многокомпонентные), от варианта покрытия стоимость варьируется от 350 до 450 р. Прием врача по изготовлению индивидуальных ортопедических стелек осуществляется по предварительной записи в салонах ORTOS по адресу:  г. Минск, ул. Гикало, 1.
Виктория: Срок изготовления стелек до 20 рабочих дней. Как только стельки будут готовы с Вами свяжется продавец-консультант. 
На прием необходимо взять всю имеющуюся медицинскую документацию о состоянии стоп и показания врача, обувь, в которую Вы планируете вкладывать индивидуальные стельки (обувь должна иметь съемную стельку толщиной не менее 3 мм, соответствовать размеру стопы с запасом +0,5-1 см, носок округлой формы с достаточным внутренним пространством, плотный задник,  должна регулироваться по объему, иметь широкий устойчивый каблук высотой 1-4 см и мягкую подошву сгибаемую в переднем отделе стопы). 
В день приема составляется договор и вносится 70% предоплата.
Марина: Спасибо
Анна: Хорошего дня!"
2931,Захар,"Захар: Здравствуйте, как определить размер подпяточника?"
2930,Александр,"Александр: Здравствуйте,  какой срок изготовления индивидуальных стелек?
Виктория: Добрый день, изготовление в районе 20 рабочих дней."
2929,Александр,"Александр: Добрый вечер! Живу в Лошице, подскажите, пожалуйста, ближайший магазин, в котором смогу купить обувь со специальными стельками.
Виктория: Добрый день. Ближайшие салоны будут либо Дзержинского 122, либо Энгельса 34."
2928,Client 2928,"Client 2928: Здравствуйте. Купила у вас чулки пару месяцев назад. Одела их всего раз, потому что неудобно в них, под коленкой жмет в сидячем положении. Скажите, так и должно быть? Или размер не правильно подобран?
Анна: Добрый день, подскажите, Вы преобретали чулки в салоне?
Client 2928: Да
Анна: Рекомендуем обратиться в салон, где преобретали компрессионный трикотаж, в часы работы заведующей ( с 9 до 17 в будние дни ).
Client 2928: Спасибо большое"
2927,Елена,"Елена: Здравствуйте,  можно узнать , есть ли чулок компрессионный в витебске , размер xs или s
Виктория: Здравствуйте. Подскажите, как подбирали размер, т.к. размер лечебного компрессионного трикотажа подбирается по специальным таблицам на основании строго проведенных измерений. При склонности к отекам измерения необходимо производить утром, не вставая с постели. Какой производитель Вас интересует?"
2925,Ольга,"Ольга: Добрый вечер! Есть ли сандалии 40 размера в магазине на Энгельса?
Анна: Доброе утро!"
2926,Фар,"Фар: Как понять размер?
Фар: Мне нужен размер М у бренда VENOTEKS, подскажите это какой размер по цифрам?
Фар: Я покупала бренд: Veno Train discrétion
apT:
2202-AG
размер: 2 цвет:
Фар: А теперь хотела у вас купить другой бренд, но не могу понять мне нужен какой размер. Помогите, пожалуйста  ♥️
Фар: Можете мне написать по номеру +1 7184042979
Фар: Пот вотсапу  ♥️
Анна: Здравствуйте! Для правильного подбора размера компрессионного трикотажа, необходимо замерять окружности ноги.
Анна: Для подбора размера необходимо замерить: 
cB - окружность щиколотки в самом узком месте
cC -  окружность голени в самом широком месте
cD -  окружность под коленом (в области бугристости большеберцовой кости)
cE -  окружность через середину коленной чашечки
cF -  окружность середины бедра
cG -  окружность бедра на 5 см ниже ягодичной складки
lG - длина ноги от пятки до ягодичной складки."
2924,Татьяна,"Татьяна: Добрый день!
Подскажите, пожалуйста, нам нужен поясничный ортез для ребенка 9 лет, ростом 140 см. Была травма, компрессионный перелом.
Татьяна: Сможем у вас что-то подобрать?
Виктория: Доброе утро! Подскажите, именно поясничный корсет или грудопоясничный?
Татьяна: Доктор написал поясничный
Виктория: У нас есть такой корсет. Но нужно замеряться, чтобы правильно подобрать размер. Замеряйте, пожалуйста, окружность талии и бёдер.
Татьяна: Спасибо, мы подъедем с ребенком чтобы подобрать.
Татьяна: А подскажите, стоимость
Виктория: Если вы замеряетесь, то мы сможем подсказать подойдет ли Вам размер S, т.к. это самый маленький корсет. Возможно и не подойдет, чтобы Вы зря не ехали в салон. Стоимость 369,01
Татьяна: Хорошо, спасибо. Напишу, как ребенок вернётся со школы
Виктория: Будем ждать Вашу информацию."
2921,Nikolay,"Nikolay: Здравствуйте.хотел поинтересоваться по поводу стоимости изготовления индивидуальных ортопедических стелек.сколько стоит ориентировочно одна пара ?
Виктория: Добрый день! Стельки изготавливаются по индивидуальным особенностям стоп, точно воспроизводят рельеф стоп.
Прием ведет опытный врач-ортопед, производит визуальный осмотр стоп, в статике, динамике, составляется тех.задание с учетом необходимой коррекции стоп , согласно которому на заводе на высокоточном оборудовании и изготавливаются стельки. В зависимости от сложности (одно или многокомпонентные), от варианта покрытия стоимость варьируется от 350 до 450 р.
Nikolay: ул. Притыцкого 158, Минск, Минская область, Беларусь
Nikolay: По этому адресу занимаюится изготовлением?
Виктория: Врач ведет прием по адресу: Минск, ул.Гикало, 1 (ст.м.Якуба Коласа).
Nikolay: По записи предварительной или можно на месте прийти и сделать заказ?
Nikolay: Изготовление по времени сколько занимает времени?
Виктория: Да, прием ведется по предварительной записи. Срок изготовления стелек до 20 рабочих дней. Как только стельки будут готовы с Вами свяжется продавец-консультант."
2919,Евгений,"Евгений: Здравствуйте! Травматолог-ортопед порекомендовал купить ортопедические бескаркасные стельки для спорта с поддержкой продольного и поперечного сводов. Подскажите, у вас есть подходящие варианты из готовых стелек?
Виктория: Добрый день! К сожалению спортивных бескаркасных готовых стелек в ассортименте наших салонов нет. Можем предложить индивидуальное изготовление.
Виктория: Стоимость индивидуальных стелек - от 290 до 450 рублей, в зависимости от размера (взрослые/детские стельки), материалов и степени сложности добавляемых элементов. Консультация врача уже включена в стоимость изготовления стелек. 
Срок изготовления стелек до 20 рабочих дней. Как только стельки будут готовы с Вами свяжется продавец-консультант.
Евгений: Спасибо, это пока дороговато для меня, но я буду иметь в виду :)
Виктория: Хорошего Вам дня!"
2920,И,"И: Здравствуйте, как отписаться от СМС рассылки?
Виктория: Добрый день! Передадим информацию в отдел маркетинга."
2918,Еагений,"Еагений: Добрый, есть ли какие то доп расходы при покупке индивидуальных стелек? Например за работу по замеру параметров стопы, или условно стельки стоят 350 и в эту сумму уже входит услуга подбора?
Анна: Добрый день! В стоимость изготовления индивидуальных стелек входит: консультация врача-ортопеда, визуальный осмотр стоп, обследование в статике и динамике. Также стоимость зависит от того, одно- или многокомпонентные будут стельки. И будет варьироваться от 350 до 450 руб.
Еагений: Ок, а скидка 15% работает при покупке только пары стелек или докупать что то нужно?
Анна: На индивидуальные стельки скидка предоставляется при покупке двух пар стелек и равна 20%
Анна: 15% скидка идет на серийные стельки, при покупке товаров из основных категорий либо покупке двух пар стелек - на вторую 15%
Еагений: Понял спасибо за консультацию
Анна: Посмотреть для Вас ближайшее окошко для записи?
Еагений: Не, кажется я пока ещё столько не заработал) как заработаю приду
Анна: Можно прийти в салоны ОРТОс и пройти бесплатное компьютерное сканирование и Вам подберут серийные стельки.
Еагений: Понял
Еагений: Спасибо
Анна: Хорошего дня!"
2917,я,"я: добрый есть кто на связи ?
я: https://www.ortos.by/catalog/ortopedicheskie-podushki-i-matrasy/ortopedicheskie-i-anatomicheskie-podushki/podushka-vorotnik-dlya-puteshestviy-s-effektom-pamyati-anatomichelp/?srsltid=AfmBOoqDnCfBB-7Q_6BkQdfc0ZHV5QBEVwGdgxYDZvtUa-ww_uNHzn34
я: в замке есть эта штука в наличии ?
Анна: Добрый день!
я: или куда можно подъехать купить ? нужно 2 шт будет
Анна: 2 шт можем отложить на Притыцкого, 158
я: отложите на имя Юлия, в течении часа полу часа будем там.
Спасибо огромное
я: хорошего вам дня
Анна: На какой номер телефона?
я: +375 44 7582075
Анна: Будут отложены на имя Юлия.
я: Спасибо
я: хорошего дня
Анна: Хорошего дня!"
2916,Игорь,"Игорь: Просьба удалить из рекламной рассылки смс на телефон +375 (29) 249-24-10
Виктория: Добрый день. Информац
Виктория: Передадим информацию в отдел маркетинга"
2915,Елена,"Елена: Здравствуйте. Давно ищу бандаж на голеностопный сустав. Меня интересует ОRLETT MAN-101 размер:M.  В Могилёве в салоне этого размера нет. Посоветуйте как заказать и купить?
Виктория: Здравствуйте. Подскажите, нужен 1 или 2? Можем предложить доставку.
Елена: Один. На вашем сайте он стоит 94,05 руб. А сколько стоимость с доставкой?
Елена: У меня есть карточка ОRTOS со скидкой 10%.
Виктория: С учетом скидки по карте цена 84,64. Доставка будет платной, т.к. заказ до 100 рублей. Стоимость 10р.
Елена: Доставка на салон или на дом?
Елена: И на какой день?
Виктория: Доставка по Вашему адресу. Ближайшая на завтра
Елена: Я посмотрела ещё на ортопедические стельки ORTMAN Favora 169,48 руб. А на них скидка будет?
Елена: Я слышала, что в сентябре на стельки скидка 15%.
Виктория: Да, у нас сейчас проходит акция: при покупке бандажа скидка на ортопедические стельки 15%. Но скидка на стельки  не суммируется с картой лояльности.
Елена: Напишите мне общую сумму.
Виктория: Подскажите, какой размер стельки Вам нужен? Сейчас сформируем Ваш заказ
Елена: 39 размер
Виктория: Общая сумма к оплате 222,27
Виктория: Подскажите, в какой город нужна доставка?
Елена: Могилев ул. Красина д.26а.
Елена: Скажите приблизительное  время доставки
Виктория: Ближайшая доставка на завтра с 10 до 14. Укажите ФИО покупателя и контактный номер телефона для связи курьеру
Елена: Стрельцова Елена Леонидовна телефон +375 29 747 55 23
Виктория: Доставка на 20.09 с 10 до 14. Получатель: Стрельцова Елена Леонидовна, телефон +375 29 747 55 23, по адресу: Могилев ул. Красина д.26а. Товар: ОRLETT MAN-101 размер: M и ортопедические стельки ORTMAN Favora, 39 р-р. Итого с учетом скидок к оплате курьеру 222, 27. С курьером можно рассчитаться картой или наличными, главное не картой рассрочки."
2914,Татьяна,"Татьяна: Какая длина стельки в см в размере 29 и 30 детские сандали с высоким берцем синие?
Татьяна: Модель на мальчика со съемной стелькой интересует
Виктория: Добрый день. Какая модель интересует?"
2913,Артём,"Артём: Здравствуйте подскажите пожалуйста,  мне нужны компрессионные чулки 3кк 3 размер  стандартной длины ,  на сайте данного размера нет! Можно ли как нибудь заказать?
Анна: Добрый день. К сожалению, такой возможности нет. Можем внести Вас в лист ожидания, для этого укажите, пожалуйста, Ваш контактный телефон, и, как только изделие появится в продаже, мы свяжемся с Вами. На текущий момент в продаже есть гольфы 3кк, подробнее здесь: https://www.ortos.by/catalog/meditsinskiy-kompressionnyy-trikotazh/golfy/3-klass-kompressii/kompressionnye-golfy-s-otkrytym-noskom-venoteks-medical-3p130-3kk/.
Артём: +375445905083
Анна: Внесла Вас в лист ожидания.
Артём: Спасибо большое"
2912,Client 2912,"Client 2912: Какой срок изготовления стелек?
Client 2912: Индивидуально
Анна: Добрый день. Срок изготовления - до 3-х недель."
2911,Лолита,"Лолита: Добрый день, подскажите, пожалуйста, как можно подобрать компрессионные чулки 2й степени компрессии для операции
Виктория: Добрый день! Размер лечебного компрессионного трикотажа подбирается по специальным таблицам на основании строго проведенных измерений. При склонности к отекам измерения необходимо производить утром, не вставая с постели. Чтобы правильно определить необходимый Вам размер компрессионных чулок, необходимо измерить следующие параметры ноги:
• окружность щиколотки в самом узком месте;
• окружность голени в самом широком месте;
• окружность под коленом (в области бугристости большеберцовой кости)
• окружность через середину коленной чашечки
• окружность середины бедра
• окружность бедра на 5 см ниже ягодичной складки
• длина ноги от пятки до ягодичной складки.

Нужно ли будет чулки носить и после операции или они нужны только на операцию?
Лолита: Окружность щиколотки 23
Окружность бедра 53
Лолита: Окружность голени 36
Лолита: под коленом 38
Лолита: окружность через середину коленной чашечки Не совсем поняла)
Лолита: окружность бедра на 5 см ниже ягодичной складки - 52
Лолита: длина ноги от пятки до ягодичной складки - 80
Виктория: Замеряете посередине коленной чашечки
Лолита: Только на операцию
Виктория: Сейчас подберем размер
Лолита: Замеряете посередине коленной чашечки - Как будто 36
Лолита: Рост 170 у меня
Лолита: Также хотела бы заказать с самовывозом из тц замок
Лолита: Подъедет родственник
Виктория: По Вашим параметрам подходит размер L. В салоне в Замке есть этот размер в наличии. Но нужно замеряться очень внимательно, т.к. компрессионный трикотаж возврату и обмену не подлежит, а, если подобран не правильно, то он не будет давать медицинского эффекта.
Лолита: По большому счету они нужны только на 2 дня, поэтому, думаю, все должно быть в порядке, тем более если по меркам совпадает)
Лолита: Сориентируйте, пожалуйста, по стоимости
Виктория: Мы предлагаем чулки 2-го класса компрессии, которые подходят именно для операции. Он белого цвета и на 30 дней использования.
Лолита: Только в белом, верно?
Виктория: 161,58. Да, только в белом цвете.
Лолита: Хорошо, тогда они
Лолита: Спасибо
Виктория: Подскажите номер телефона и имя, на которое будем бронировать товар?
Лолита: Артем +375 29 569 4459
Лолита: Ориентировочно к половине 5 может быть у вас
Виктория: Бронь оформлена. При посещении салона назовите номер заказа, который придет в СМС сообщении. Спасибо за заказ❤️"
2910,Инна,"Инна: Здравствуйте! хочу выразить благодарность сотрудникам магазина Ortos, который находится в г. Минске, на ул. Руссиянова, 4. Пришла за ортопедическими босоножками 37 размера. Сотрудники оказали помощь при примерке, подобрали меньший размер этой модели, который и был выкуплен. Также по моей просьбе было проведено сканирование моих стоп, и подобраны стельки  после нескольких примерок и консультаций по их качеству и назначению.  Я очень довольна своими приобретениями и качеством обслуживания в данном салоне. Большое спасибо сотрудникам!
Виктория: Здравствуйте, Инна! Благодарим за отзыв и высокую оценку нашей работы. Рады, что Вы остались довольны оказанным сервисом. Наши салоны ORTOS всегда к Вашим услугам, а продавцы-консультанты в любой момент помогут с выбором товаров для Вас и Ваших близких!"
2909,Client 2909,"Client 2909: Ддщзщдгшш77шшшш Алиса одни едут
Анна: Добрый вечер! Уточните Ваш вопрос.
Client 2909: 778888877щшшощ88888/9/86р школа  🏫  7щжщжзшшш Ронни осенняя аппеааааф8щщшшшшшшшшдщдлдщллдллшшдфддщдщщщощфз 8щщшшлдшшшшллшшшлд так сядь иди на подоконник потому что нельзя с моим телефоном ходить можешь ьддддддддщприглашением"
2908,Алексей,"Алексей: Здравствуйте. В Могилеве на сайте есть в наличии а в салоне сказали что нет
Алексей: Скорректируйте информацию на сайте
Алексей: Я про чулок под гипс
Алексей: https://www.ortos.by/catalog/plastikovyy-gips/aksessuary-dlya-povyazok/podkladochnyy-chulok-pod-gips-5-41751/?srsltid=AfmBOoqkJCEdIk6sIzuAhJBIIRn1UNlC6DQ8HP6r1qgyCXBMixYJ0HrI
Анна: Добрый день!
Анна: Tubula 10 см будет на остатках.
Анна: Сколько метров Вам необходимо?
Алексей: Нам для 1 ноги ) 1м., до 1.5
Анна: Метр будет в салоне. Подходите в салон, Вам выдадут.
Анна: С салоном связались, все в порядке."
2907,Екатерина,"Екатерина: Добрый день. складываются ли скидки? Например, пантолеты продаются со скидкой 20% и у меня есть скидочная карта на 10%.
Анна: Здравствуйте! Скидки по карте клиента не суммируются с акционными скидками.
Екатерина: спасибо"
2906,Людмила,"Людмила: Добрый день, есть ли в наличии на гикало 1, модель 5010ATH-011 темная ночь размер 39
Анна: Здравствуйте!
Анна: Да, есть одна пара
Анна: Можем отложить для Вас на 2 дня на примерку
Людмила: Можно ли забронировать до вечера сегодня?
Анна: Подскажите номер телефона и на какое имя?
Людмила: да, пожалуйста, отложите
Людмила: Людмила, +375296905057
Людмила: Людмила, +375296905057
Анна: Кроссовки отложены на имя Людмила.
Людмила: Спасибо"
2890,Ольга,"Ольга: Здравствуйте, подскажите, пожалуйста, можно ли где-то примерить вашу обувь в Бресте?
Виктория: Добрый день. В Бресте наш салон находится по адресу ул.Советская, 59.
Ольга: Есть ли в наличии такие ботинки
Виктория: Вас интересует данная модель Dr. Thomas DTD-750-1 ?
Виктория: Какой размер необходим?
Ольга: DTD-700-2 серый велюр или же черный
Ольга: 35, 36 либо 37
Виктория: В данной модели минимальный размер 36. В Бресте по наличию есть 36 и 37 размер.
Ольга: А черные можно ли заказать на салон? Просто вижу что их нет в наличии
Виктория: Перемещения между салонами мы не осуществляем.
Ольга: Ну, не между салонами, но просто каким образом появляются они в наличии в салоне?
Ольга: есть ли возможность что они появятся в ближайшее время?
Виктория: Поступления зимних моделей пока не ожидается.
Ольга: Здравствуйте
Ольга: ЖЕНСКИЕ ОРТОПЕДИЧЕСКИЕ ПОЛУБОТИНКИ DR. THOMAS DTD-330-12
Ольга: Подскажите пожалуйста, когда можно ожидать эти ботинки в наличии в Бресте
Виктория: Добрый день. Ориентировочно на следующей неделе."
2905,Client 2905,"Client 2905: Здравствуйте, я могу заказать обувь в магазин, чтобы померить ее?
Виктория: Добрый день, перемещение между салонами не осуществляем.
Client 2905: А можно забронировать обувь в салоне?
Client 2905: Чтоб ее попозже подъехать померить
Виктория: Уточните модель, размер и в каком салоне бронировать.
Client 2905: 510041-111 белый сыр
Client 2905: 38 размер
Client 2905: Только на Дзержинского он есть в минске, правильно?
Виктория: Все верно.
Виктория: Для брони необходимо Ваше имя и номер телефона.
Client 2905: Вера
Client 2905: +375293525965
Виктория: Заказ будет ожидать Вас на Ваше имя в салоне в течении трех дней."
2904,Евгений,"Евгений: Здравствуйте какой ортез можно приобрести при разрыве сухожилия задней большеберцовой мышцы
Анна: Добрый день. Можно рассмотреть ортез: https://www.ortos.by/catalog/ortopedicheskie-izdeliya/ortezy-na-sustavy/ortezy-dlya-golenostopnogo-sustava/fiksator-golenostopnogo-sustava-s-metallicheskimi-rebrami-orlett/."
2794,Людмила,"Людмила: Нужны компрессионные рукава - лимфостаз.Можно у вас приобрести,?
Людмила: Спасибо.
Виктория: Здравствуйте. Да, можно. Подбирается по параметрам руки. Вам нужен с перчаткой или без?
Людмила: Без перчатки.
Людмила: Подскажите ближайший магазин в Советском - Первомайский р- он.
Виктория: Ул. Гикало 1."
2903,Антон,"Антон: Добрый день, на притыцкого 158, есть ортез коленного сустава Antar за 348р?
Анна: Добрый вечер! Минуточку, уточним наличие
Анна: Да,числиться. Можем отложить на Ваше имя на самовывоз.
Антон: Да, можно один пожалуйста, на имя Антон, до 20:00 сегодня заберу. А где именно там найти магазин?
Анна: Притыцкого, 158
Анна: Будет отложен на имя Антон"
2902,Client 2902,"Client 2902: Тел.мтс 375292571420
Client 2902: Заказать обувь
Анна: Добрый день!"
2901,Вероника,"Вероника: Здравствуйте! Приобретала у вас компрессионный чулки фирмы сигварис, но мне так кажется, что мне продавец неправильно подобрала размер. Из-за чего мне сильно передавливает резинка бедро, из-за этого идет сильно сжатие и невозможно носить чулки под одеждой.
Вероника: Как следствие я не могу пользоваться изделием, которое у вас приобрела. Я бы хотела вернуть чулки, которые мне неправильно подобрали и в идеале заменить их на правильный размер
Анна: Здравствуйте! В каком салоне приобретали?
Вероника: В салоне в тц замок
Вероника: Так а что мне делать с уже приобритенными чулками?
Анна: Компрессионный трикотаж обмену и возврату не подлежит, если подобран по размеру.
Вероника: Ну если он мне сильно пережимает, значит он подобран не по размеру?
Анна: Рекомендуем обратиться в тот салон, в котором приобрелали.
Анна: Вас там еще раз перемеряют.
Вероника: с чем вы рекомендуете мне обратиться в салон? Проверить правильность размера? Но если он неправильный, то какое решение ситуации?
Вероника: А у меня есть подозрение, что он неправильный, поскольку чулки мне пережимают бедро
Анна: Да, чтобы определить правильность подобранного размера.
Вероника: Хорошо. Если размер подобран неправильно, какое решение в данном случае?
Анна: Тогда решение принимается в салоне на месте.
Вероника: Какое именно решение может быть в случае неправильно подобранного размера,
Анна: Свяжитесь, пожалуйста, с салонов, в котором приобретали по номеру: +375291907703"
2900,Юля,"Юля: Добрый день!
Подскажите пожалуйста стоимость сканирования стоп
Анна: Добрый день! Сканирование стоп в салонах ОРТОС бесплатное."
